CESTA BÁSICA/ ALIMENTAÇÃO - HORISTA ( ENCARGOS COMPLEMENTARES) ;MATED-13096 ;hora  ;1,0000000;1,03;1,03;
EXAMES - HORISTA ( ENCARGOS COMPLEMENTARES) ;MATED-13099 ;hora  ;1,0000000;0,55;0,55;
SEGURO - HORISTA ( ENCARGOS COMPLEMENTARES) ;MATED-13098 ;hora  ;1,0000000;0,06;0,06;
TRANSPORTE - HORISTA ( ENCARGOS COMPLEMENTARES) ;MATED-13097 ;hora  ;1,0000000;0,79;0,79;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 10BWG|DIÂMETRO DO FIO: 3,40MM|MASSA LINEAR: 0,0713KG/M) ;MATED-11324 ;Kg    ;0,2000000;25,55;5,11;
ARAME GALVANIZADO ( BITOLA: 14BWG|DIÂMETRO DO FIO: 2,10MM|MASSA LINEAR: 0,0272KG/M) ;MATED-11325 ;Kg    ;0,0880000;22,00;1,93;
TELA DE ARAME GALVANIZADO PARA ALAMBRADO (DIMENSÕES DA TRAMA: 2X2"| TIPO DA MALHA: LOSANGULAR| BITOLA DO FIO: BWG 14 (2, 10MM)) ;MATED-11266 ;m2    ;3,3600000;29,89;100,43;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 50MM(2")|ESPESSURA: 3,75MM|PESO: 5,23KG/M) ;MATED-11579 ;m     ;3,3600000;90,87;305,32;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 10BWG|DIÂMETRO DO FIO: 3,40MM|MASSA LINEAR: 0,0713KG/M) ;MATED-11324 ;Kg    ;0,2500000;25,55;6,38;
ARAME GALVANIZADO ( BITOLA: 14BWG|DIÂMETRO DO FIO: 2,10MM|MASSA LINEAR: 0,0272KG/M) ;MATED-11325 ;Kg    ;0,1100000;22,00;2,42;
TELA DE ARAME GALVANIZADO PARA ALAMBRADO (DIMENSÕES DA TRAMA: 2X2"| TIPO DA MALHA: LOSANGULAR| BITOLA DO FIO: BWG 14 (2, 10MM)) ;MATED-11266 ;m2    ;4,2000000;29,89;125,53;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 50MM(2")|ESPESSURA: 3,75MM|PESO: 5,23KG/M) ;MATED-11579 ;m     ;4,2000000;90,87;381,65;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 10BWG|DIÂMETRO DO FIO: 3,40MM|MASSA LINEAR: 0,0713KG/M) ;MATED-11324 ;Kg    ;0,3750000;25,55;9,58;
ARAME GALVANIZADO ( BITOLA: 14BWG|DIÂMETRO DO FIO: 2,10MM|MASSA LINEAR: 0,0272KG/M) ;MATED-11325 ;Kg    ;0,1650000;22,00;3,63;
TELA DE ARAME GALVANIZADO PARA ALAMBRADO (DIMENSÕES DA TRAMA: 2X2"| TIPO DA MALHA: LOSANGULAR| BITOLA DO FIO: BWG 14 (2, 10MM)) ;MATED-11266 ;m2    ;6,3000000;29,89;188,30;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 50MM(2")|ESPESSURA: 3,75MM|PESO: 5,23KG/M) ;MATED-11579 ;m     ;6,3000000;90,87;572,48;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 10BWG|DIÂMETRO DO FIO: 3,40MM|MASSA LINEAR: 0,0713KG/M) ;MATED-11324 ;Kg    ;0,1500000;25,55;3,83;
ARAME GALVANIZADO ( BITOLA: 14BWG|DIÂMETRO DO FIO: 2,10MM|MASSA LINEAR: 0,0272KG/M) ;MATED-11325 ;Kg    ;0,0700000;22,00;1,54;
TELA DE ARAME GALVANIZADO PARA ALAMBRADO (DIMENSÕES DA TRAMA: 2X2"| TIPO DA MALHA: LOSANGULAR| BITOLA DO FIO: BWG 14 (2, 10MM)) ;MATED-11266 ;m2    ;4,0000000;29,89;119,56;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 50MM(2")|ESPESSURA: 3,75MM|PESO: 5,23KG/M) ;MATED-11579 ;m     ;1,5000000;90,87;136,30;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 80MM(3")|ESPESSURA: 4,00MM|PESO: 8,38KG/M) ;MATED-11580 ;m     ;1,9200000;152,60;292,99;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 10BWG|DIÂMETRO DO FIO: 3,40MM|MASSA LINEAR: 0,0713KG/M) ;MATED-11324 ;Kg    ;0,1000000;25,55;2,55;
ARAME GALVANIZADO ( BITOLA: 14BWG|DIÂMETRO DO FIO: 2,10MM|MASSA LINEAR: 0,0272KG/M) ;MATED-11325 ;Kg    ;0,0700000;22,00;1,54;
TELA DE ARAME GALVANIZADO PARA ALAMBRADO (DIMENSÕES DA TRAMA: 2X2"| TIPO DA MALHA: LOSANGULAR| BITOLA DO FIO: BWG 14 (2, 10MM)) ;MATED-11266 ;m2    ;1,0500000;29,89;31,38;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 50MM(2")|ESPESSURA: 3,75MM|PESO: 5,23KG/M) ;MATED-11579 ;m     ;1,6590000;90,87;150,75;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 10BWG|DIÂMETRO DO FIO: 3,40MM|MASSA LINEAR: 0,0713KG/M) ;MATED-11324 ;Kg    ;0,1000000;25,55;2,55;
ARAME GALVANIZADO ( BITOLA: 14BWG|DIÂMETRO DO FIO: 2,10MM|MASSA LINEAR: 0,0272KG/M) ;MATED-11325 ;Kg    ;0,0700000;22,00;1,54;
TELA DE ARAME GALVANIZADO PARA ALAMBRADO (DIMENSÕES DA TRAMA: 2X2"| TIPO DA MALHA: LOSANGULAR| BITOLA DO FIO: BWG 14 (2, 10MM)) ;MATED-11266 ;m2    ;1,0500000;29,89;31,38;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 50MM(2")|ESPESSURA: 3,75MM|PESO: 5,23KG/M) ;MATED-11579 ;m     ;2,5000000;90,87;227,17;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 10BWG|DIÂMETRO DO FIO: 3,40MM|MASSA LINEAR: 0,0713KG/M) ;MATED-11324 ;Kg    ;0,2500000;25,55;6,38;
ARAME GALVANIZADO ( BITOLA: 14BWG|DIÂMETRO DO FIO: 2,10MM|MASSA LINEAR: 0,0272KG/M) ;MATED-11325 ;Kg    ;0,1100000;22,00;2,42;
TELA DE ARAME GALVANIZADO PARA ALAMBRADO (DIMENSÕES DA TRAMA: 2X2"| TIPO DA MALHA: LOSANGULAR| BITOLA DO FIO: BWG 14 (2, 10MM)) ;MATED-11266 ;m2    ;4,2000000;29,89;125,53;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 50MM(2")|ESPESSURA: 3,75MM|PESO: 5,23KG/M) ;MATED-11579 ;m     ;4,2000000;90,87;381,65;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 10BWG|DIÂMETRO DO FIO: 3,40MM|MASSA LINEAR: 0,0713KG/M) ;MATED-11324 ;Kg    ;0,3750000;25,55;9,58;
ARAME GALVANIZADO ( BITOLA: 14BWG|DIÂMETRO DO FIO: 2,10MM|MASSA LINEAR: 0,0272KG/M) ;MATED-11325 ;Kg    ;0,1650000;22,00;3,63;
TELA DE ARAME GALVANIZADO PARA ALAMBRADO (DIMENSÕES DA TRAMA: 2X2"| TIPO DA MALHA: LOSANGULAR| BITOLA DO FIO: BWG 14 (2, 10MM)) ;MATED-11266 ;m2    ;6,3000000;29,89;188,30;
TUBO DE AÇO CARBONO GALVANIZADO COM COSTURA (CLASSE: MÉDIA| DN: 50MM(2")|ESPESSURA: 3,75MM|PESO: 5,23KG/M) ;MATED-11579 ;m     ;6,3000000;90,87;572,48;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ALÇAPÃO - EMPENA (60 cm x 100 cm) ESTRUTURA EM CHAPA METÁLICA, ASSENTADA. CONFORME PROJETO AMPLIAÇÃO ESQUADRIAS PADRÃO 5/ 2000. ;MATED-12343 ;U     ;1,0000000;180,00;180,00;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ALÇAPÃO 60 X 60 CM COM QUADRO DE CANTONEIRA METÁLICA 1"X 1/8", TAMPA EM CANTONEIRA 7/8"X 1/8" E CHAPA METÁLICA ENRIJECIDA POR PERFIL "T ;MATED-12341 ;pc    ;1,0000000;146,71;146,71;
CADEADO SIMPLES EM LATAO MACIÇO (LARGURA: 50 MM|COR: DOURADO| HASTE: AÇO CEMENTADO| Nº CHAVES: 2) ;MATED-12451 ;un    ;1,0000000;36,96;36,96;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ALÇAPÃO 70 X 70 CM COM QUADRO DE CANTONEIRA METÁLICA 1"X 1/8", TAMPA EM CANTONEIRA 7/8"X 1/8" E CHAPA METÁLICA ENRIJECIDA POR PERFIL "T ;MATED-13012 ;U     ;1,0000000;170,00;170,00;
CADEADO SIMPLES EM LATAO MACIÇO (LARGURA: 50 MM|COR: DOURADO| HASTE: AÇO CEMENTADO| Nº CHAVES: 2) ;MATED-12451 ;un    ;1,0000000;36,96;36,96;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ALÇAPÃO 80 X 80 CM COM QUADRO DE CANTONEIRA METÁLICA 1"X 1/8", TAMPA EM CANTONEIRA 7/8"X 1/8" E CHAPA METÁLICA ENRIJECIDA POR PERFIL "T ;MATED-12342 ;pc    ;1,0000000;172,57;172,57;
CADEADO SIMPLES EM LATAO MACIÇO (LARGURA: 50 MM|COR: DOURADO| HASTE: AÇO CEMENTADO| Nº CHAVES: 2) ;MATED-12451 ;un    ;1,0000000;36,96;36,96;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ALÇAPÃO (85,50 cm x 65,70 cm) ESTRUTURA EM CHAPA METÁLICA, ASSENTADA. CONFORME PROJETO AMPLIAÇÃO ESQUADRIAS PADRÃO 5/2000. ;MATED-13013 ;U     ;1,0000000;160,00;160,00;
CADEADO SIMPLES EM LATAO MACIÇO (LARGURA: 50 MM|COR: DOURADO| HASTE: AÇO CEMENTADO| Nº CHAVES: 2) ;MATED-12451 ;un    ;1,0000000;36,96;36,96;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
EXAMES - MENSALISTA ( ENCARGOS COMPLEMENTARES) ;MATED-14623 ;mês   ;1,0000000;103,70;103,70;
SEGURO - MENSALISTA ( ENCARGOS COMPLEMENTARES) ;MATED-21748 ;mês   ;1,0000000;11,13;11,13;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
COBOGÓ (MATERIAL: CONCRETO|TIPO: VENEZIANA|ALTURA: 20CM| COMPRIMENTO: 40CM| ESPESSURA: 10CM) ;MATED-12181 ;un    ;13,1250000;3,53;46,33;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
COBOGÓ (MATERIAL: CONCRETO|TIPO: VENEZIANA|ALTURA: 20CM| COMPRIMENTO: 40CM| ESPESSURA: 20CM) ;MATED-12182 ;un    ;13,1250000;3,53;46,33;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
COBOGÓ (MATERIAL: CERÂMICO|ALTURA: 18CM| COMPRIMENTO: 18CM| ESPESSURA: 7CM) ;MATED-12179 ;un    ;29,0858726;1,35;39,26;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARGAMASSA PRÉ- FABRICADA PARA ASSENTAR E REJUNTAR BLOCOS DE VIDRO, PLACAS E TIJOLOS REFRATÁRIOS ;MATED-11310 ;Kg    ;15,7500000;2,69;42,36;
ELEMENTO VAZADO ( MATERIAL: VIDRO|TIPO: CAPELA|ALTURA: 10CM*| COMPRIMENTO: 10CM| LARGURA: 20CM) ;MATED-11319 ;un    ;46,5116279;24,90;1.158,13;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARGAMASSA PRÉ- FABRICADA PARA ASSENTAR E REJUNTAR BLOCOS DE VIDRO, PLACAS E TIJOLOS REFRATÁRIOS ;MATED-11310 ;Kg    ;15,7500000;2,69;42,36;
ELEMENTO VAZADO ( MATERIAL: VIDRO|TIPO: RIO|ALTURA: 10CM*| COMPRIMENTO: 10CM| LARGURA: 20CM) ;MATED-11320 ;un    ;46,5116279;23,90;1.111,62;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BLOCO DE CONCRETO 14 X 19 X 39 CM VEDAÇÃO, APARENTE (CLASSE D - NBR 6136) ;MATED-12100 ;un    ;12,0500000;1,74;20,96;
MEIO BLOCO VEDACAO CONCRETO 14 X 19 X 19 CM, APARENTE (CLASSE D - NBR 6136) ;MATED-13069 ;un    ;1,0500000;1,21;1,27;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BLOCO DE CONCRETO 14 X 19 X 39 CM VEDAÇÃO, A REVESTIR (CLASSE D - NBR  6136) ;MATED-12090 ;un    ;12,0500000;1,59;19,15;
MEIO BLOCO VEDACAO CONCRETO 14 X 19 X 19 CM, A REVESTIR (CLASSE D - NBR 6136) ;MATED-13067 ;un    ;1,0500000;1,08;1,13;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BLOCO DE CONCRETO 19 X 19 X 39 CM VEDAÇÃO, APARENTE (CLASSE D - NBR 6136) ;MATED-12108 ;un    ;12,0500000;2,15;25,90;
